dispute_number,state_a,state_b,current_year,state_a_code,state_b_code,dyad_pair_code,in_trade_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,no_years,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai
316,USA,UKG,2011,USA2011,UKG2011,UKG2011USA2011,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2012,USA2012,EU20072012,EU20072012USA2012,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2012,USA2012,FRN2012,FRN2012USA2012,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2012,USA2012,GMY2012,GMY2012USA2012,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2012,USA2012,SPN2012,SPN2012USA2012,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2012,USA2012,UKG2012,UKG2012USA2012,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2013,USA2013,EU20132013,EU20132013USA2013,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2013,USA2013,FRN2013,FRN2013USA2013,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2013,USA2013,GMY2013,GMY2013USA2013,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2013,USA2013,SPN2013,SPN2013USA2013,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2013,USA2013,UKG2013,UKG2013USA2013,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2014,USA2014,EU20132014,EU20132014USA2014,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2014,USA2014,FRN2014,FRN2014USA2014,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2014,USA2014,GMY2014,GMY2014USA2014,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2014,USA2014,SPN2014,SPN2014USA2014,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2014,USA2014,UKG2014,UKG2014USA2014,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2015,USA2015,EU20132015,EU20132015USA2015,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2015,USA2015,FRN2015,FRN2015USA2015,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2015,USA2015,GMY2015,GMY2015USA2015,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2015,USA2015,SPN2015,SPN2015USA2015,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2015,USA2015,UKG2015,UKG2015USA2015,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2016,USA2016,EU20132016,EU20132016USA2016,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2016,USA2016,FRN2016,FRN2016USA2016,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2016,USA2016,GMY2016,GMY2016USA2016,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2016,USA2016,SPN2016,SPN2016USA2016,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2016,USA2016,UKG2016,UKG2016USA2016,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2017,USA2017,EU20132017,EU20132017USA2017,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2017,USA2017,FRN2017,FRN2017USA2017,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2017,USA2017,GMY2017,GMY2017USA2017,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2017,USA2017,SPN2017,SPN2017USA2017,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2017,USA2017,UKG2017,UKG2017USA2017,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2018,USA2018,EU20132018,EU20132018USA2018,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2018,USA2018,FRN2018,FRN2018USA2018,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2018,USA2018,GMY2018,GMY2018USA2018,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2018,USA2018,SPN2018,SPN2018USA2018,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2018,USA2018,UKG2018,UKG2018USA2018,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,EU,2019,USA2019,EU20132019,EU20132019USA2019,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,FRN,2019,USA2019,FRN2019,FRN2019USA2019,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,GMY,2019,USA2019,GMY2019,GMY2019USA2019,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,SPN,2019,USA2019,SPN2019,SPN2019USA2019,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,USA,UKG,2019,USA2019,UKG2019,UKG2019USA2019,1,USA,,,,,,,,,EU,FRN,GMY,SPN,UK,2004,Yes,2019,16,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,EU,,,,,,,,,USA,,,,,2004,Yes,2005,2,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,EU,USA,2005,EU20042005,USA2005,EU20042005USA2005,1,EU,,,,,,,,,USA,,,,,2004,Yes,2005,2,U (Transport Equipment),AUL,BRA,CAN,CHN,JPN,ROK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,TAW,IND,2004,TAW2004,IND2004,IND2004TAW2004,1,TAW,,,,,,,,,IND,,,,,2004,No,2004,1,N (Chemicals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,EU,,,,,,,,,USA,,,,,2004,No,2004,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EU,USA,2004,EU20042004,USA2004,EU20042004USA2004,1,EU,,,,,,,,,USA,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CAN,CHN,TAW,IND,MEX,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EU,USA,2005,EU20042005,USA2005,EU20042005USA2005,1,EU,,,,,,,,,USA,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CAN,CHN,TAW,IND,MEX,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EU,USA,2006,EU20042006,USA2006,EU20042006USA2006,1,EU,,,,,,,,,USA,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CAN,CHN,TAW,IND,MEX,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EU,USA,2007,EU20072007,USA2007,EU20072007USA2007,1,EU,,,,,,,,,USA,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CAN,CHN,TAW,IND,MEX,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,
320,EU,USA,2008,EU20072008,USA2008,EU20072008USA2008,1,EU,,,,,,,,,USA,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CAN,CHN,TAW,IND,MEX,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EU,CAN,2004,EU20042004,CAN2004,CAN2004EU20042004,1,EU,,,,,,,,,CAN,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CHN,TAW,IND,MEX,NEW,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EU,CAN,2005,EU20042005,CAN2005,CAN2005EU20042005,1,EU,,,,,,,,,CAN,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CHN,TAW,IND,MEX,NEW,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EU,CAN,2006,EU20042006,CAN2006,CAN2006EU20042006,1,EU,,,,,,,,,CAN,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CHN,TAW,IND,MEX,NEW,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EU,CAN,2007,EU20072007,CAN2007,CAN2007EU20072007,1,EU,,,,,,,,,CAN,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CHN,TAW,IND,MEX,NEW,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
321,EU,CAN,2008,EU20072008,CAN2008,CAN2008EU20072008,1,EU,,,,,,,,,CAN,,,,,2004,Yes,2008,5,N (Chemicals),AUL,BRA,CHN,TAW,IND,MEX,NEW,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2004,JPN2004,USA2004,JPN2004USA2004,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2005,JPN2005,USA2005,JPN2005USA2005,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2006,JPN2006,USA2006,JPN2006USA2006,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2007,JPN2007,USA2007,JPN2007USA2007,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2008,JPN2008,USA2008,JPN2008USA2008,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2009,JPN2009,USA2009,JPN2009USA2009,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2010,JPN2010,USA2010,JPN2010USA2010,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2011,JPN2011,USA2011,JPN2011USA2011,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
322,JPN,USA,2012,JPN2012,USA2012,JPN2012USA2012,1,JPN,,,,,,,,,USA,,,,,2004,Yes,2012,9,W (Not Industry-Specific),ARG,CHN,EU,HGK,IND,ROK,MEX,NEW,NOR,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,
323,ROK,JPN,2004,ROK2004,JPN2004,JPN2004ROK2004,1,ROK,,,,,,,,,JPN,,,,,2004,Yes,2006,3,J (Other Agricultural Products),CHN,EU,NEW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,ROK,JPN,2005,ROK2005,JPN2005,JPN2005ROK2005,1,ROK,,,,,,,,,JPN,,,,,2004,Yes,2006,3,J (Other Agricultural Products),CHN,EU,NEW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,ROK,JPN,2006,ROK2006,JPN2006,JPN2006ROK2006,1,ROK,,,,,,,,,JPN,,,,,2004,Yes,2006,3,J (Other Agricultural Products),CHN,EU,NEW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,THI,USA,2004,THI2004,USA2004,THI2004USA2004,1,THI,,,,,,,,,USA,,,,,2004,No,2004,1,K (Fish and Fish Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,MEX,USA,2005,MEX2005,USA2005,MEX2005USA2005,1,MEX,,,,,,,,,USA,,,,,2005,No,2005,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,CHL,EU,2005,CHL2005,EU20042005,CHL2005EU20042005,1,CHL,,,,,,,,,EU,,,,,2005,No,2005,1,K (Fish and Fish Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PAK,EGY,2005,PAK2005,EGY2005,EGY2005PAK2005,1,PAK,,,,,,,,,EGY,,,,,2005,Yes,2006,2,N (Chemicals),CHN,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PAK,EGY,2006,PAK2006,EGY2006,EGY2006PAK2006,1,PAK,,,,,,,,,EGY,,,,,2005,Yes,2006,2,N (Chemicals),CHN,EU,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,NOR,EU,2005,NOR2005,EU20042005,EU20042005NOR2005,1,NOR,,,,,,,,,EU,,,,,2005,No,2005,1,K (Fish and Fish Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,MEX,PAN,2005,MEX2005,PAN2005,MEX2005PAN2005,1,MEX,,,,,,,,,PAN,,,,,2005,No,2005,1,B (Dairy Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,EU,ARG,2005,EU20042005,ARG2005,ARG2005EU20042005,1,EU,,,,,,,,,ARG,,,,,2005,No,2005,1,"F (Oilseeds, Fats and Oils)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,GUA,MEX,2005,GUA2005,MEX2005,GUA2005MEX2005,1,GUA,,,,,,,,,MEX,,,,,2005,Yes,2008,4,L (Minerals and Metals),CHN,EU,HON,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,GUA,MEX,2006,GUA2006,MEX2006,GUA2006MEX2006,1,GUA,,,,,,,,,MEX,,,,,2005,Yes,2008,4,L (Minerals and Metals),CHN,EU,HON,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,GUA,MEX,2007,GUA2007,MEX2007,GUA2007MEX2007,1,GUA,,,,,,,,,MEX,,,,,2005,Yes,2008,4,L (Minerals and Metals),CHN,EU,HON,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,GUA,MEX,2008,GUA2008,MEX2008,GUA2008MEX2008,1,GUA,,,,,,,,,MEX,,,,,2005,Yes,2008,4,L (Minerals and Metals),CHN,EU,HON,JPN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,EU,BRA,2005,EU20042005,BRA2005,BRA2005EU20042005,1,EU,,,,,,,,,BRA,,,,,2005,Yes,2009,5,"R (Rubber, Leather and Footwear)",ARG,AUL,CHN,CUB,GUA,JPN,ROK,MEX,PAR,TAW,THI,USA,,,,,,,,,,,,,,,,,,,,,,,
332,EU,BRA,2006,EU20042006,BRA2006,BRA2006EU20042006,1,EU,,,,,,,,,BRA,,,,,2005,Yes,2009,5,"R (Rubber, Leather and Footwear)",ARG,AUL,CHN,CUB,GUA,JPN,ROK,MEX,PAR,TAW,THI,USA,,,,,,,,,,,,,,,,,,,,,,,
332,EU,BRA,2007,EU20072007,BRA2007,BRA2007EU20072007,1,EU,,,,,,,,,BRA,,,,,2005,Yes,2009,5,"R (Rubber, Leather and Footwear)",ARG,AUL,CHN,CUB,GUA,JPN,ROK,MEX,PAR,TAW,THI,USA,,,,,,,,,,,,,,,,,,,,,,,
332,EU,BRA,2008,EU20072008,BRA2008,BRA2008EU20072008,1,EU,,,,,,,,,BRA,,,,,2005,Yes,2009,5,"R (Rubber, Leather and Footwear)",ARG,AUL,CHN,CUB,GUA,JPN,ROK,MEX,PAR,TAW,THI,USA,,,,,,,,,,,,,,,,,,,,,,,
332,EU,BRA,2009,EU20072009,BRA2009,BRA2009EU20072009,1,EU,,,,,,,,,BRA,,,,,2005,Yes,2009,5,"R (Rubber, Leather and Footwear)",ARG,AUL,CHN,CUB,GUA,JPN,ROK,MEX,PAR,TAW,THI,USA,,,,,,,,,,,,,,,,,,,,,,,
333,COS,DOM,2005,COS2005,DOM2005,COS2005DOM2005,1,COS,,,,,,,,,DOM,,,,,2005,No,2005,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,USA,TUR,2005,USA2005,TUR2005,TUR2005USA2005,1,USA,,,,,,,,,TUR,,,,,2005,Yes,2008,4,E (Cereals and Food Preparations),ARG,AUL,CHN,EGY,EU,ROK,PAK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,USA,TUR,2006,USA2006,TUR2006,TUR2006USA2006,1,USA,,,,,,,,,TUR,,,,,2005,Yes,2008,4,E (Cereals and Food Preparations),ARG,AUL,CHN,EGY,EU,ROK,PAK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,USA,TUR,2007,USA2007,TUR2007,TUR2007USA2007,1,USA,,,,,,,,,TUR,,,,,2005,Yes,2008,4,E (Cereals and Food Preparations),ARG,AUL,CHN,EGY,EU,ROK,PAK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,USA,TUR,2008,USA2008,TUR2008,TUR2008USA2008,1,USA,,,,,,,,,TUR,,,,,2005,Yes,2008,4,E (Cereals and Food Preparations),ARG,AUL,CHN,EGY,EU,ROK,PAK,THI,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ECU,USA,2005,ECU2005,USA2005,ECU2005USA2005,1,ECU,,,,,,,,,USA,,,,,2005,Yes,2007,3,K (Fish and Fish Products),BRA,CHL,CHN,EU,IND,JPN,ROK,MEX,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ECU,USA,2006,ECU2006,USA2006,ECU2006USA2006,1,ECU,,,,,,,,,USA,,,,,2005,Yes,2007,3,K (Fish and Fish Products),BRA,CHL,CHN,EU,IND,JPN,ROK,MEX,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ECU,USA,2007,ECU2007,USA2007,ECU2007USA2007,1,ECU,,,,,,,,,USA,,,,,2005,Yes,2007,3,K (Fish and Fish Products),BRA,CHL,CHN,EU,IND,JPN,ROK,MEX,THI,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROK,JPN,2006,ROK2006,JPN2006,JPN2006ROK2006,1,ROK,,,,,,,,,JPN,,,,,2006,Yes,2010,5,"S (Mechanical, Office and Computing Machinery)",CHN,EU,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROK,JPN,2007,ROK2007,JPN2007,JPN2007ROK2007,1,ROK,,,,,,,,,JPN,,,,,2006,Yes,2010,5,"S (Mechanical, Office and Computing Machinery)",CHN,EU,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROK,JPN,2008,ROK2008,JPN2008,JPN2008ROK2008,1,ROK,,,,,,,,,JPN,,,,,2006,Yes,2010,5,"S (Mechanical, Office and Computing Machinery)",CHN,EU,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROK,JPN,2009,ROK2009,JPN2009,JPN2009ROK2009,1,ROK,,,,,,,,,JPN,,,,,2006,Yes,2010,5,"S (Mechanical, Office and Computing Machinery)",CHN,EU,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,ROK,JPN,2010,ROK2010,JPN2010,JPN2010ROK2010,1,ROK,,,,,,,,,JPN,,,,,2006,Yes,2010,5,"S (Mechanical, Office and Computing Machinery)",CHN,EU,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,NOR,EU,2006,NOR2006,EU20042006,EU20042006NOR2006,1,NOR,,,,,,,,,EU,,,,,2006,Yes,2008,3,K (Fish and Fish Products),CAN,CHN,HGK,JPN,ROK,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,NOR,EU,2007,NOR2007,EU20072007,EU20072007NOR2007,1,NOR,,,,,,,,,EU,,,,,2006,Yes,2008,3,K (Fish and Fish Products),CAN,CHN,HGK,JPN,ROK,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,NOR,EU,2008,NOR2008,EU20072008,EU20072008NOR2008,1,NOR,,,,,,,,,EU,,,,,2006,Yes,2008,3,K (Fish and Fish Products),CAN,CHN,HGK,JPN,ROK,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
